year,county,state,povrate,wagesal_percap,trans_gov_pc,trans_medicare_pc,oldfrac,totalpop,trans_medicaid_pc,unemprate
2016,"Trigg County, KY",21,14.5,7.5393295,10.56254,2.9950585,0.21871068,14302,1.235459,5.6
2018,"Christian County, KY",21,18.2,44.732204,8.7938089,1.7722199,0.12425048,70712,2.0531175,5.4
2012,"Trigg County, KY",21,16.8,7.5206065,9.3409166,2.6204076,0.19882026,14410,0.78597361,9.4
2014,"Todd County, KY",21,19.3,6.7587223,8.5587778,2.0751233,0.1530292,12429,1.9727449,5.4
2004,"Todd County, KY",21,16.9,8.1888027,6.2527046,1.5050677,0.13653229,11858,1.3162017,4.5
2014,"Logan County, KY",21,16.9,12.99308,9.5230207,2.3917451,0.17268388,26812,2.1494286,5.7
2019,"Christian County, KY",21,18.9,43.422657,9.0292625,1.8935517,0.12748897,70461,2.0197103,5.6
2013,"Todd County, KY",21,20.5,6.6576371,7.8727732,1.9357144,0.14901803,12475,1.3975416,7.4
2016,"Logan County, KY",21,17.5,14.271183,10.091015,2.6244879,0.1792863,26678,2.2893095,4.4
2009,"Christian County, KY",21,19.0,47.471478,7.2102523,1.4324433,0.10253618,73457,1.3137789,12.3
2003,"Logan County, KY",21,14.8,13.283887,6.4321241,1.5337849,0.1394113,26533,1.1841122,6.2
2016,"Christian County, KY",21,20.8,44.286552,8.4207535,1.6513152,0.11811243,71796,1.9718219,6.2
2005,"Todd County, KY",21,17.0,6.9422846,6.4281321,1.4989289,0.13489343,11965,1.2671293,6.5
2010,"Christian County, KY",21,19.7,46.939682,7.3677316,1.4404901,0.10300823,74130,1.2592782,11.7
2003,"Trigg County, KY",21,12.1,10.103165,6.7517958,1.5760279,0.17155583,13022,0.69451559,5.9
2013,"Logan County, KY",21,19.7,12.461045,8.8253126,2.3715284,0.16800119,26976,1.5059469,7.1
2009,"Todd County, KY",21,18.4,6.2235246,8.1701088,2.0696566,0.13856629,12485,1.4303448,11.9
2002,"Logan County, KY",21,,13.488221,6.3248172,1.4035,0.13901936,26615,1.2619753,6.6
2013,"Trigg County, KY",21,18.3,7.3468995,9.4949703,2.6249192,0.20398602,14300,0.8246271,9.0
2017,"Trigg County, KY",21,14.0,7.4556355,10.48163,2.9175794,0.22298516,14418,1.2691668,5.7
2014,"Christian County, KY",21,21.6,44.5065,7.7398806,1.4616072,0.1117737,73282,1.8133487,7.6
2005,"Christian County, KY",21,16.0,41.748241,5.430923,0.98823154,0.098584205,72892,1.1272562,7.0
2002,"Todd County, KY",21,,8.3485575,5.7528448,1.2965398,0.13987474,11975,1.1944014,5.0
2006,"Logan County, KY",21,17.4,13.295016,7.221633,2.0152352,0.14550957,26768,1.2720914,5.8
2005,"Trigg County, KY",21,13.1,11.237673,7.0840187,1.6951041,0.17431529,13619,0.75465745,6.6
2007,"Boyd County, KY",21,16.4,27.196766,9.3632154,2.6814039,0.16476788,49154,1.4610773,5.2
2018,"Boyd County, KY",21,18.3,25.064529,12.270575,3.0552075,0.1941766,47292,2.6433249,5.9
2007,"Greenup County, KY",21,15.2,11.575429,9.7813492,2.9443851,0.15893771,36939,1.2490041,5.4
2015,"Boyd County, KY",21,20.5,26.100521,11.876821,2.9593215,0.18340863,48471,2.6862855,6.9
2013,"Greenup County, KY",21,19.0,9.8670139,10.873831,2.9610257,0.1864156,36483,1.4228535,10.2
2002,"Boyd County, KY",21,,26.199827,8.0763941,1.8895514,0.15839687,49578,1.3521411,6.3
2008,"Greenup County, KY",21,17.0,10.687901,10.30828,3.0250025,0.16619954,37106,1.2290874,6.2
2008,"Boyd County, KY",21,18.0,27.333063,9.8709536,2.7213728,0.16426367,49244,1.4404573,5.9
2006,"Greenup County, KY",21,14.6,10.516127,9.2786865,2.6868999,0.15637983,36827,1.1809763,5.8
2006,"Boyd County, KY",21,17.0,26.631365,8.9414577,2.5125592,0.16322599,49312,1.3723652,5.5
2017,"Boyd County, KY",21,20.1,24.734974,12.044791,2.9606409,0.19021921,47808,2.6433241,7.2
2004,"Greenup County, KY",21,16.0,10.71062,8.6701698,2.1794972,0.1477077,36579,1.2793224,6.2
2012,"Boyd County, KY",21,17.8,26.548525,10.481769,2.8064194,0.17209084,49224,1.5724599,9.3
2003,"Greenup County, KY",21,14.5,10.535412,7.9896054,1.8447921,0.14776042,36681,1.0918931,6.9
2003,"Boyd County, KY",21,15.3,27.026272,8.1671495,1.9923416,0.16095188,49754,1.2538025,6.9
2015,"Greenup County, KY",21,16.8,10.653644,12.075788,3.1652408,0.19521746,36006,2.3145437,7.6
2014,"Greenup County, KY",21,16.4,10.036776,11.503258,3.0305889,0.19094841,36303,2.028223,8.5
2017,"Greenup County, KY",21,16.0,10.049266,12.118817,3.2076979,0.20504589,35514,2.2750831,7.7
2010,"Boyd County, KY",21,19.1,28.175772,10.696648,2.7586169,0.16638441,49602,1.6190157,10.2
2012,"Greenup County, KY",21,17.8,9.760705,10.85603,3.0271118,0.17976885,36686,1.3588283,9.9
2005,"Boyd County, KY",21,17.2,26.218815,8.6924438,2.2358303,0.16426128,49403,1.432214,5.9
2004,"Boyd County, KY",21,17.2,26.499718,8.5570297,2.0908892,0.16267006,49542,1.4709537,6.1
2005,"Greenup County, KY",21,18.6,10.790194,8.995779,2.4008961,0.14935669,36530,1.2439873,6.4
2014,"Boyd County, KY",21,23.1,26.845373,11.274415,2.8405933,0.18054019,48798,2.3517749,7.5
2011,"Greenup County, KY",21,17.4,9.6804008,11.0989,3.055995,0.17279661,36841,1.4094925,11.2
2019,"Greenup County, KY",21,15.9,10.055079,12.658343,3.5185752,0.21280415,35098,2.2604008,6.6
2016,"Greenup County, KY",21,17.4,10.119063,11.960273,3.1474478,0.19955896,35824,2.1768537,8.7
2009,"Greenup County, KY",21,16.0,9.7386007,10.943689,3.0226519,0.16816452,37053,1.4410208,9.3
2013,"Boyd County, KY",21,20.3,26.207376,10.576689,2.786391,0.17653437,48880,1.6492021,9.4
2019,"Boyd County, KY",21,20.6,25.590298,12.529178,3.1251626,0.19979452,46718,2.6592143,5.7
2016,"Boyd County, KY",21,18.2,24.161711,11.935026,3.0347884,0.18682072,48121,2.5277033,8.2
2010,"Greenup County, KY",21,17.3,9.4340134,11.119013,2.9922543,0.17104514,36885,1.4005818,11.5
2011,"Boyd County, KY",21,20.5,27.232061,10.745199,2.8475246,0.16770902,49407,1.6326334,10.3
2009,"Boyd County, KY",21,20.9,27.917917,10.511883,2.7090478,0.1655727,49362,1.6823497,8.4
2002,"Greenup County, KY",21,,10.897307,7.7586527,1.6828634,0.14622951,36600,1.1772438,6.1
2018,"Greenup County, KY",21,16.6,10.559295,12.240662,3.2939041,0.2088192,35332,2.2650249,6.6
2004,"Hickman County, KY",21,16.2,6.4871302,8.0236301,1.7921543,0.18869036,5093,1.9494603,9.0
2007,"Fulton County, KY",21,29.4,12.894224,10.444984,2.858758,0.18087742,6861,1.8090836,7.5
2015,"Hickman County, KY",21,17.6,7.4299903,13.29912,3.4474704,0.2348222,4612,3.8300982,6.1
2012,"Hickman County, KY",21,20.3,7.042696,10.609069,2.5340614,0.21933714,4737,2.2237358,8.1
2011,"Fulton County, KY",21,28.9,14.289721,11.915956,3.0811341,0.18334074,6747,2.0695796,12.5
2017,"Hickman County, KY",21,19.1,7.048996,13.630766,3.8013682,0.24656928,4518,3.7918782,7.5
2019,"Fulton County, KY",21,25.6,12.601505,14.290502,3.6863124,0.20740493,5969,3.585633,5.7
2007,"Hickman County, KY",21,18.1,7.0766716,9.7053642,2.7279615,0.19313824,4955,1.9747274,6.8
2010,"Fulton County, KY",21,27.1,13.823879,11.720339,2.8351138,0.17952108,6807,2.0423701,11.5
2018,"Fulton County, KY",21,30.2,12.528333,14.200279,3.6718659,0.20227498,6066,3.5908842,5.7
2009,"Fulton County, KY",21,27.8,13.995762,11.72499,2.895015,0.1831297,6793,2.1131461,12.7
2012,"Fulton County, KY",21,30.6,14.275003,11.772013,3.0742064,0.18997562,6564,2.0414102,11.3
2004,"Fulton County, KY",21,23.1,13.457639,9.0879078,2.0569696,0.17748144,7274,1.7314163,9.0
2005,"Fulton County, KY",21,25.4,13.258715,9.3801174,2.3221295,0.17531735,7090,1.724759,7.4
2017,"Fulton County, KY",21,29.0,12.468867,13.917737,3.4869127,0.19779328,6163,3.5576329,7.3
2006,"Hickman County, KY",21,17.7,6.8087697,9.1245499,2.541996,0.19612156,5002,1.8435163,6.6
2003,"Hickman County, KY",21,14.8,6.6208229,7.1607256,1.3418952,0.1889703,5186,1.6369729,8.8
2010,"Hickman County, KY",21,18.7,7.3084292,11.343881,3.0934088,0.20761317,4860,2.2485173,8.2
2005,"Hickman County, KY",21,17.3,6.6810541,8.6144409,2.0727799,0.19363762,5061,1.9047031,7.8
2003,"Fulton County, KY",21,20.7,14.499773,8.8702393,2.2214737,0.17261344,7427,1.4482317,11.1
2015,"Fulton County, KY",21,30.4,12.994823,13.638455,3.2286184,0.19581871,6266,3.6077917,7.7
2014,"Fulton County, KY",21,31.2,13.945559,12.933619,3.1894093,0.19486116,6266,3.1700029,8.3
2011,"Hickman County, KY",21,18.6,6.9424057,11.401043,3.1698194,0.21116453,4783,2.2946568,8.9
2009,"Hickman County, KY",21,18.6,7.5214581,10.850865,2.7546971,0.20182002,4945,2.288836,8.8
2002,"Fulton County, KY",21,,14.988345,8.3941631,1.9229031,0.17241836,7563,1.5309254,6.9
2013,"Fulton County, KY",21,29.2,13.812118,11.786002,2.9606719,0.19032712,6389,2.1850965,10.8
2008,"Hickman County, KY",21,18.0,7.3056617,10.051262,2.6191115,0.19749849,4957,1.9500022,7.0
2013,"Hickman County, KY",21,19.8,7.1972213,11.321315,3.0679905,0.23003398,4708,2.3295906,7.1
2016,"Fulton County, KY",21,30.0,12.732161,13.619355,3.3706775,0.20032336,6185,3.4141252,7.0
2016,"Hickman County, KY",21,20.1,7.2663703,13.058222,3.49436,0.24006946,4607,3.5881667,6.0
2019,"Hickman County, KY",21,16.9,6.960783,14.182369,3.9405537,0.26392695,4380,3.865628,4.8
2014,"Hickman County, KY",21,18.4,7.4412279,12.303692,3.0699465,0.23274204,4679,3.3377838,6.2
2006,"Fulton County, KY",21,26.7,13.138072,9.9183846,2.6753795,0.1769757,6871,1.702255,7.6
2018,"Hickman County, KY",21,17.7,7.2346988,14.005229,3.9363546,0.25592417,4431,3.8488801,5.7
2008,"Fulton County, KY",21,30.1,12.444345,10.710787,2.8263702,0.17566594,6945,1.7653632,7.6
2002,"Hickman County, KY",21,,7.492116,7.3170748,1.4205339,0.18545455,5225,1.7380742,6.7
2016,"Graves County, KY",21,20.7,11.454793,10.848006,2.727349,0.17825188,37217,2.6855414,6.3
2003,"Carlisle County, KY",21,12.8,5.0463371,7.3406115,1.8687875,0.1849667,5255,1.075036,7.9
2015,"McCracken County, KY",21,15.2,27.279152,10.845146,2.6289275,0.18781179,64948,2.3893118,5.7
2010,"Carlisle County, KY",21,14.4,4.9134903,9.9526281,2.7322886,0.18670076,5083,1.4043897,9.1
2014,"Graves County, KY",21,17.7,10.763309,10.34188,2.5516675,0.17119442,37583,2.5070579,7.5
2007,"Marshall County, KY",21,12.5,16.829412,8.1741781,2.1515894,0.18369748,31443,1.0267085,5.8
2016,"Carlisle County, KY",21,14.5,11.658255,11.259572,2.9851904,0.20489232,4783,2.2405541,6.5
2012,"Calloway County, KY",21,21.0,14.803717,7.5819607,1.8049113,0.15362981,38046,0.93814403,7.1
2019,"Graves County, KY",21,17.9,12.426165,11.247675,2.9848053,0.18848281,37266,2.7383103,4.6
2008,"Graves County, KY",21,20.5,10.995718,9.1095791,2.2996395,0.16304053,36862,1.5818429,6.9
2017,"McCracken County, KY",21,15.2,26.930847,10.926063,2.6176705,0.19434245,65364,2.3016968,6.1
2011,"McCracken County, KY",21,17.2,25.747635,9.5717783,2.4099524,0.16908836,65794,1.4622518,8.6
2012,"McCracken County, KY",21,18.0,25.89226,9.4408817,2.4344378,0.17421933,65584,1.4075953,8.0
2005,"Carlisle County, KY",21,14.2,5.0511465,7.7591233,2.0403838,0.18600191,5215,1.2025957,7.3
2008,"Livingston County, KY",21,13.6,11.494621,9.3658209,2.4731596,0.1776274,9458,1.2601777,6.1
2005,"Graves County, KY",21,17.8,10.707032,7.8995056,1.801656,0.1575042,36926,1.5738109,10.0
2010,"Livingston County, KY",21,14.7,10.855392,10.379333,2.5639319,0.18004201,9520,1.4180498,12.0
2019,"Livingston County, KY",21,12.2,13.64844,12.23401,3.4504449,0.2249293,9194,2.2660222,5.7
2019,"McCracken County, KY",21,15.5,27.624393,11.393869,2.949791,0.20343025,65418,2.2576094,4.9
2009,"McCracken County, KY",21,15.5,25.265594,9.5443668,2.3913605,0.16635697,65654,1.5085838,8.8
2010,"Calloway County, KY",21,17.2,14.817828,8.1795092,1.8904148,0.1504766,37348,0.99002302,8.1
2008,"Calloway County, KY",21,18.2,15.598878,7.2869124,1.7325884,0.14863981,36686,0.88982958,5.8
2009,"Ballard County, KY",21,14.9,19.165613,9.4102325,2.4279454,0.17625548,8204,1.475777,10.0
2003,"Calloway County, KY",21,14.9,15.374191,6.0767169,1.359884,0.14462976,34896,0.81910151,7.6
2013,"McCracken County, KY",21,19.8,25.652851,9.505764,2.3889558,0.17876548,65337,1.4717038,7.9
2007,"Calloway County, KY",21,17.5,15.760455,6.6670146,1.6305921,0.14732814,36585,0.90244132,5.4
2015,"Graves County, KY",21,16.3,11.26772,10.948207,2.614326,0.17520404,37248,2.8654401,6.2
2017,"Marshall County, KY",21,12.1,17.969097,10.833419,2.9044502,0.21403027,31318,1.7898097,6.0
2008,"Ballard County, KY",21,15.2,17.107954,8.5117302,2.1547627,0.17265578,8265,1.2513771,6.2
2006,"Ballard County, KY",21,14.3,16.838007,7.8243904,2.1832106,0.16662604,8204,1.2022138,6.1
2002,"Marshall County, KY",21,,16.223747,7.0336728,1.6011348,0.17697799,30258,0.98088306,7.5
2004,"Marshall County, KY",21,11.4,16.375061,7.4881444,1.7734932,0.17897893,30674,1.0667976,6.6
2016,"McCracken County, KY",21,18.7,27.528292,10.730584,2.6218386,0.19081527,65304,2.2241385,5.8
2007,"Graves County, KY",21,16.5,11.189049,8.40487,2.2143433,0.15934691,36932,1.5974703,6.3
2016,"Marshall County, KY",21,12.1,18.475372,10.774745,2.9024255,0.21234015,31280,1.7309028,5.8
2005,"McCracken County, KY",21,17.0,25.922825,7.8323021,1.911516,0.15857519,64430,1.309755,5.8
2011,"Ballard County, KY",21,16.5,17.710167,9.3886719,2.3670976,0.17946547,8269,1.4251723,10.0
2007,"McCracken County, KY",21,14.6,26.562756,8.3594837,2.2325833,0.16363497,64925,1.3192756,4.9
2008,"McCracken County, KY",21,16.7,26.105988,8.8734655,2.2588916,0.16562256,65287,1.2958903,5.8
2018,"McCracken County, KY",21,14.7,27.059166,11.06147,2.7121463,0.19932014,65307,2.2835593,5.6
2009,"Marshall County, KY",21,14.3,15.005629,9.6842127,2.4742639,0.19053835,31411,1.1907589,10.6
2010,"Marshall County, KY",21,11.5,15.488884,10.056994,2.5882089,0.19280785,31451,1.1516889,10.5
2015,"Marshall County, KY",21,12.1,19.118664,10.785232,2.7900295,0.21056698,31059,1.8623273,5.6
2005,"Ballard County, KY",21,15.0,18.228575,7.6657066,1.9003338,0.16555811,8269,1.2467668,6.8
2018,"Marshall County, KY",21,12.1,18.793613,10.996655,3.0000653,0.21860778,31202,1.7791137,5.3
2013,"Calloway County, KY",21,22.8,14.525082,7.5303102,1.8301715,0.15635654,38425,0.96740258,7.3
2004,"Livingston County, KY",21,12.8,9.7085943,7.8568254,1.8505388,0.15841068,9589,1.2753992,6.2
2014,"Livingston County, KY",21,14.1,15.528352,10.657967,2.8157907,0.19723444,9329,2.0630512,8.2
2011,"Graves County, KY",21,19.7,10.7899,9.8515472,2.4336836,0.16385293,37613,1.7650816,9.1
2009,"Carlisle County, KY",21,15.7,4.9470973,10.042654,2.9235404,0.1906904,5113,1.4423128,8.8
2012,"Carlisle County, KY",21,16.2,5.457994,9.6771526,2.6138284,0.1919634,5027,1.3713703,8.0
2004,"Ballard County, KY",21,14.5,17.045456,7.3253322,1.6701344,0.16270323,8242,1.2878393,6.9
2006,"Livingston County, KY",21,12.6,10.567539,8.7527161,2.5945933,0.16802168,9594,1.1845243,6.1
2018,"Livingston County, KY",21,13.9,12.580551,11.899787,3.300987,0.21689744,9244,2.2699597,6.8
2016,"Ballard County, KY",21,16.2,11.578567,10.366357,2.4631615,0.20009942,8046,2.199743,9.0
2005,"Livingston County, KY",21,13.3,10.411863,7.9603205,1.9320179,0.1622798,9650,1.2306536,5.8
2009,"Graves County, KY",21,20.2,10.844327,9.9223537,2.4356043,0.16500595,36932,1.84837,9.9
2013,"Graves County, KY",21,19.3,11.047813,9.6068726,2.3563318,0.17015986,37406,1.7745714,8.5
2017,"Graves County, KY",21,17.5,11.537083,10.939209,2.728579,0.18141973,37190,2.7844725,6.0
2018,"Carlisle County, KY",21,17.2,7.3001347,11.568164,3.0643384,0.21333614,4739,2.3370912,5.0
2008,"Carlisle County, KY",21,15.5,4.9456434,9.1962223,2.5932214,0.19634792,5093,1.2367496,6.5
2016,"Calloway County, KY",21,21.2,15.547083,8.4165335,2.092339,0.16378799,38733,1.4423258,4.6
2015,"Calloway County, KY",21,21.1,15.517939,8.4495459,2.0114734,0.16129449,38656,1.5436683,4.6
2016,"Livingston County, KY",21,14.5,13.094913,11.752685,3.2064831,0.21058926,9198,2.2130158,7.2
2005,"Calloway County, KY",21,19.9,16.038088,6.1990242,1.3465651,0.14502068,35788,0.90862185,5.6
2002,"Calloway County, KY",21,,15.422836,6.0619798,1.3110614,0.14617816,34499,0.88864094,7.1
2002,"Ballard County, KY",21,,18.423319,7.2750373,1.9323399,0.16046056,8164,1.1980338,7.1
2006,"McCracken County, KY",21,17.3,25.828548,8.0462275,2.1470618,0.16152324,64678,1.2479306,5.3
2006,"Carlisle County, KY",21,14.8,5.0983663,8.0715322,2.3063533,0.18783577,5212,1.152002,6.0
2011,"Livingston County, KY",21,15.5,11.483051,10.290552,2.6844566,0.18311934,9502,1.4277964,11.0
2014,"Calloway County, KY",21,20.2,14.945021,8.0892153,1.8933582,0.16001768,38452,1.3690785,5.8
2006,"Graves County, KY",21,17.5,10.525302,8.2086258,2.1509895,0.15906563,36859,1.5087028,7.1
2014,"Carlisle County, KY",21,17.0,6.5671797,10.482785,2.7005618,0.19391252,4961,2.046356,6.0
2003,"Marshall County, KY",21,10.9,16.275564,7.051095,1.6148771,0.17787106,30494,0.91047758,7.5
2004,"Carlisle County, KY",21,13.4,4.9929261,7.7599339,2.0193026,0.18741684,5261,1.2272334,7.4
2013,"Marshall County, KY",21,12.7,17.257935,9.7605734,2.648607,0.20435688,31215,1.1682408,8.1
2002,"Carlisle County, KY",21,,4.8508134,6.9167948,1.7456303,0.18645027,5299,1.1129494,6.7
2010,"Graves County, KY",21,19.7,10.751966,10.018526,2.4720526,0.16480596,37262,1.7728468,9.5
2019,"Ballard County, KY",21,15.5,10.308638,11.258207,2.9949563,0.21894017,7888,2.3075247,5.7
2019,"Calloway County, KY",21,16.5,15.720578,8.7897062,2.2711723,0.17466219,39001,1.4549388,4.1
2015,"Livingston County, KY",21,15.3,13.792849,11.558,2.9900517,0.2043277,9289,2.3437898,7.2
2011,"Calloway County, KY",21,17.2,14.857803,8.0867882,1.9205872,0.15018451,37667,0.98692453,7.5
2004,"Calloway County, KY",21,16.0,15.891007,6.1603522,1.3079965,0.14487502,35327,0.94777787,5.3
2015,"Carlisle County, KY",21,14.8,6.7080207,11.290106,2.9967947,0.19950536,4852,2.3614357,5.9
2004,"Graves County, KY",21,16.5,12.130005,7.7539425,1.7532195,0.15637827,36789,1.6267267,7.3
2018,"Ballard County, KY",21,15.3,9.1563864,10.6151,2.6267219,0.20945945,7992,2.2919652,7.0
2002,"Graves County, KY",21,,12.621725,7.3822012,1.7493297,0.15659505,36770,1.4886643,7.0
2014,"McCracken County, KY",21,17.5,25.880697,10.132044,2.4676223,0.18304296,65318,2.094893,7.0
2002,"Livingston County, KY",21,,9.4688883,7.2512145,1.7605146,0.15366454,9742,1.1542996,6.5
2012,"Graves County, KY",21,18.4,10.816775,9.5581903,2.3671885,0.16714582,37566,1.6964427,8.2
2019,"Carlisle County, KY",21,15.5,7.6846857,11.712275,3.1609285,0.21596639,4760,2.3153167,4.2
2003,"Graves County, KY",21,15.0,12.342747,7.3258462,1.7009391,0.15605181,36898,1.3833895,7.4
2017,"Ballard County, KY",21,16.0,10.423269,10.555361,2.5689828,0.20478922,8018,2.2939265,7.7
2011,"Carlisle County, KY",21,16.7,4.9478931,9.9525213,2.7151203,0.18931267,5034,1.4260132,8.9
2010,"McCracken County, KY",21,16.1,25.288094,9.7579222,2.4471731,0.16849576,65515,1.4617906,9.1
2012,"Marshall County, KY",21,13.7,16.654171,9.7311668,2.6925094,0.20021753,31261,1.1200171,8.1
2018,"Graves County, KY",21,16.9,11.768359,10.940702,2.797683,0.18438329,37319,2.7536407,5.0
2012,"Livingston County, KY",21,16.3,12.01967,10.124875,2.7074509,0.19024907,9435,1.3804582,9.7
2003,"McCracken County, KY",21,15.4,25.196495,7.221158,1.6565504,0.15869936,64430,1.1551877,6.3
2007,"Livingston County, KY",21,13.5,11.738234,9.0236359,2.5838778,0.17164493,9508,1.2680911,5.4
2003,"Ballard County, KY",21,13.6,17.878176,7.2577162,1.9265177,0.16125515,8254,1.1007284,7.8
2008,"Marshall County, KY",21,12.3,16.908621,8.7159996,2.2040648,0.18693106,31418,1.0169876,6.3
2002,"McCracken County, KY",21,,25.265518,7.2389517,1.6656133,0.15973556,64588,1.2325445,6.0
2006,"Marshall County, KY",21,12.6,16.583881,7.9030218,2.0933731,0.1813229,31204,0.97575092,6.1
2011,"Marshall County, KY",21,13.3,16.685648,9.8835258,2.629343,0.19541921,31261,1.1656184,9.3
2014,"Ballard County, KY",21,16.8,16.997644,10.057375,2.3680091,0.19308744,8188,2.04316,8.0
2013,"Livingston County, KY",21,15.9,14.073048,10.339963,2.758431,0.19524218,9332,1.4541844,9.9
2005,"Marshall County, KY",21,11.9,16.585167,7.6163192,1.8264976,0.17939748,30870,1.0296582,6.5
2013,"Carlisle County, KY",21,17.5,6.0782127,9.9016848,2.7472427,0.19741884,4959,1.4483683,7.2
2004,"McCracken County, KY",21,16.7,25.646654,7.6583781,1.7866087,0.15822312,64270,1.3522334,5.4
2018,"Calloway County, KY",21,21.3,15.884039,8.5812893,2.2309363,0.17059337,38964,1.4737946,3.9
2003,"Livingston County, KY",21,11.7,9.5754538,7.4519734,1.7994634,0.15710439,9656,1.0896989,6.9
2019,"Marshall County, KY",21,11.8,18.937372,11.463845,3.33915,0.22141479,31100,1.7714515,4.7
2013,"Ballard County, KY",21,17.1,15.998687,8.9491177,2.167917,0.18553078,8252,1.4277964,9.2
2007,"Carlisle County, KY",21,15.7,5.037859,8.5850706,2.533488,0.19592875,5109,1.2466669,6.1
2009,"Calloway County, KY",21,20.2,15.361627,7.9449568,1.8746527,0.15068048,36886,1.0361211,8.3
2006,"Calloway County, KY",21,15.4,15.971229,6.4191141,1.5864472,0.14496221,36375,0.85569108,5.7
2015,"Ballard County, KY",21,15.1,15.28141,10.204275,2.3088014,0.1941334,8216,2.3056366,6.9
2007,"Ballard County, KY",21,15.9,16.656237,8.2070503,2.269767,0.16581197,8190,1.277925,5.5
2009,"Livingston County, KY",21,14.7,10.800121,10.196054,2.5486801,0.18024483,9476,1.4723576,9.9
2017,"Calloway County, KY",21,16.6,15.490255,8.5517111,2.1788831,0.16759373,38832,1.4896115,4.4
2014,"Marshall County, KY",21,13.1,17.995762,10.338023,2.7200387,0.2084019,30993,1.6584818,6.7
2010,"Ballard County, KY",21,14.4,19.936468,9.538228,2.3486948,0.17639226,8260,1.4196768,10.3
2017,"Carlisle County, KY",21,15.1,7.2848487,11.299895,2.9366772,0.20405179,4788,2.3203762,7.0
2017,"Livingston County, KY",21,15.4,12.71305,11.865499,3.2217536,0.2140772,9249,2.2832739,7.6
2012,"Ballard County, KY",21,16.6,16.39872,9.0737696,2.3386233,0.18358479,8285,1.3658047,9.1
2012,"Simpson County, KY",21,18.0,18.945709,8.4210005,2.3239374,0.14934732,17543,1.053472,8.5
2008,"Warren County, KY",21,17.1,22.172281,6.6039081,1.4508387,0.10547981,109803,1.1306256,5.4
2008,"Butler County, KY",21,19.2,7.5618906,8.7514362,2.3089528,0.15001962,12745,1.6391679,7.9
2005,"Edmonson County, KY",21,18.7,4.5517421,7.1233115,1.7560225,0.15116376,11987,1.3875022,7.1
2006,"Simpson County, KY",21,13.7,20.979046,6.5755129,1.8156197,0.13257377,17115,0.94083089,5.7
2019,"Edmonson County, KY",21,16.0,4.79913,10.909315,3.2535775,0.21407408,12150,2.3777671,4.9
2011,"Warren County, KY",21,18.9,20.256182,7.4871407,1.6492721,0.11105453,115862,1.2192559,8.3
2015,"Edmonson County, KY",21,20.0,4.5487738,10.474328,2.7692215,0.19856559,11991,2.5299807,7.0
2018,"Simpson County, KY",21,12.5,20.531439,9.4161549,2.6549177,0.16432104,18403,1.6163218,3.9
2010,"Warren County, KY",21,20.5,20.076075,7.5685697,1.6020906,0.10977689,114341,1.2295662,9.2
2017,"Warren County, KY",21,16.1,21.813915,7.6878095,1.7813158,0.12590452,129074,1.7098861,4.1
2009,"Edmonson County, KY",21,20.8,4.4796848,9.6854744,2.7232955,0.16399933,12122,1.6148307,13.6
2007,"Edmonson County, KY",21,17.3,4.5519037,8.03965,2.4357297,0.16043136,12055,1.4013282,6.3
2018,"Edmonson County, KY",21,17.4,4.7219424,10.383362,2.9686635,0.20711894,12249,2.3791707,5.3
2013,"Edmonson County, KY",21,21.2,4.3549142,9.2207222,2.514298,0.18386133,12058,1.5808899,10.0
2018,"Warren County, KY",21,16.5,21.671577,7.7153502,1.8253276,0.12864245,130750,1.6738874,3.7
2012,"Warren County, KY",21,19.8,20.201641,7.1623397,1.6704478,0.1152493,117389,1.1550499,6.9
2017,"Butler County, KY",21,17.1,8.6590834,10.775953,2.7893214,0.18038817,12778,2.8834429,5.5
2016,"Allen County, KY",21,18.6,8.4412785,9.3541565,2.4759705,0.17310941,20721,2.0226259,4.3
2009,"Simpson County, KY",21,15.1,17.51432,8.582243,2.2787352,0.139084,17227,1.1478463,12.9
2006,"Edmonson County, KY",21,19.7,4.5966949,7.5659785,2.1300759,0.15522288,11957,1.3324497,6.8
2011,"Simpson County, KY",21,16.4,17.87969,8.7181654,2.3554931,0.14634146,17302,1.1122525,11.0
2004,"Edmonson County, KY",21,17.5,4.5707393,6.9019308,1.5999308,0.15071163,11804,1.4507462,5.9
2015,"Allen County, KY",21,19.8,7.9583902,9.5811672,2.5111849,0.16805421,20660,2.1718194,4.9
2011,"Edmonson County, KY",21,19.1,4.3092861,9.5267382,2.6267831,0.17115055,12229,1.5580398,11.7
2008,"Edmonson County, KY",21,20.7,4.4257641,8.4953947,2.33602,0.15675765,12127,1.3785213,7.5
2003,"Butler County, KY",21,16.2,8.3578424,6.5144916,1.2628359,0.13282396,12957,1.4090991,9.6
2019,"Allen County, KY",21,16.8,8.4468975,9.6317921,2.6660931,0.18067089,21315,2.0002258,4.2
2015,"Simpson County, KY",21,16.0,19.329292,9.4129848,2.5244529,0.15669516,17901,1.7315589,4.8
2015,"Warren County, KY",21,18.0,21.577944,7.9099703,1.7888871,0.12212178,124122,1.8355194,4.5
2003,"Edmonson County, KY",21,16.4,4.3928866,6.1791267,1.2229687,0.14903887,11809,1.2362102,7.0
2010,"Simpson County, KY",21,16.2,17.408869,8.725378,2.2175922,0.14282419,17336,1.104142,13.0
2013,"Warren County, KY",21,18.4,20.220182,7.1172056,1.6720121,0.11708133,119575,1.1809785,6.9
